index	promptID	pairID	genre	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	label1	label2	label3	label4	label5	gold_label
14046								An Indian man wearing a turban walks along a sidewalk.	A Thai man wearing a turban walks along a sidewalk.						contradiction
14047								An Indian man wearing a turban walks along a sidewalk.	A North Korean man wearing a turban walks along a sidewalk.						contradiction
14048								An Indian man wearing a turban walks along a sidewalk.	A Vietnamese man wearing a turban walks along a sidewalk.						contradiction
14049								An Indian man wearing a turban walks along a sidewalk.	An Indonesian man wearing a turban walks along a sidewalk.						contradiction
11550								A little boy sitting in the window of a taxi cab.	A small boy sitting in the window of a taxi cab.						entailment
11552								A little boy sitting in the window of a taxi cab.	A big boy sitting in the window of a taxi cab.						contradiction
13176								A little girl stands on a cobblestone street and watches bubbles.	A tiny girl stands on a cobblestone street and watches bubbles.						entailment
13177								A little girl stands on a cobblestone street and watches bubbles.	A small girl stands on a cobblestone street and watches bubbles.						entailment
13178								A little girl stands on a cobblestone street and watches bubbles.	A little girl stands on a cobblestone road and watches bubbles.						entailment
14315								a woman opens a present while drinking beer	a woman opens a present while drinking whisky						contradiction
14316								a woman opens a present while drinking beer	a woman opens a present while drinking vodka						contradiction
14317								a woman opens a present while drinking beer	a woman opens a present while drinking gin						contradiction
14318								a woman opens a present while drinking beer	a woman opens a present while drinking champagne						contradiction
14319								a woman opens a present while drinking beer	a woman opens a present while drinking cider						contradiction
16000								The audience is watching a Spanish musical.	The audience is watching an Italian musical.						contradiction
16001								The audience is watching a Spanish musical.	The audience is watching a Brazilian musical.						contradiction
16002								The audience is watching a Spanish musical.	The audience is watching a Chilean musical.						contradiction
16003								The audience is watching a Spanish musical.	The audience is watching a Portuguese musical.						contradiction
16004								The audience is watching a Spanish musical.	The audience is watching a Mexican musical.						contradiction
15385								the man walks by 5 red telephone booths	the man walks by 12 red telephone booths						contradiction
15386								the man walks by 5 red telephone booths	the man walks by 11 red telephone booths						contradiction
15387								the man walks by 5 red telephone booths	the man walks by 10 red telephone booths						contradiction
15388								the man walks by 5 red telephone booths	the man walks by 6 red telephone booths						contradiction
15389								the man walks by 5 red telephone booths	the man walks by 9 red telephone booths						contradiction
10950								A naked woman walking near people standing on benches.	A naked woman walking close to people standing on benches.						entailment
10951								A naked woman walking near people standing on benches.	A naked woman walking near people running on benches.						contradiction
10952								A naked woman walking near people standing on benches.	A naked man walking near people standing on benches.						contradiction
10953								A naked woman walking near people standing on benches.	A naked woman walking far away from people standing on benches.						contradiction
10954								A naked woman walking near people standing on benches.	A naked woman walking far from people standing on benches.						contradiction
15020								A dog is talking to a man in Spanish.	A dog is talking to a man in Italian.						contradiction
15021								A dog is talking to a man in Spanish.	A dog is talking to a man in Peruvian.						contradiction
15022								A dog is talking to a man in Spanish.	A dog is talking to a man in Brazilian.						contradiction
15023								A dog is talking to a man in Spanish.	A dog is talking to a man in Chilean.						contradiction
15024								A dog is talking to a man in Spanish.	A dog is talking to a man in Portuguese.						contradiction
11235								The young woman is drinking lemonade.	The young woman is drinking juice.						entailment
11236								The young woman is drinking lemonade.	The old woman is drinking lemonade.						contradiction
11237								The young woman is drinking lemonade.	The young woman is drinking tea.						contradiction
11238								The young woman is drinking lemonade.	The young woman is drinking coffee.						contradiction
11239								The young woman is drinking lemonade.	The young woman is drinking hot chocolate.						contradiction
18275								The tourists are out on the river in Italy, the man in the black and white striped shirt will tell them about the seine.	The tourists are out on the river in France, the man in the black and white striped shirt will tell them about the seine.						contradiction
18276								The tourists are out on the river in Italy, the man in the black and white striped shirt will tell them about the seine.	The tourists are out on the river in Spain, the man in the black and white striped shirt will tell them about the seine.						contradiction
18277								The tourists are out on the river in Italy, the man in the black and white striped shirt will tell them about the seine.	The tourists are out on the river in Greece, the man in the black and white striped shirt will tell them about the seine.						contradiction
18278								The tourists are out on the river in Italy, the man in the black and white striped shirt will tell them about the seine.	The tourists are out on the river in Portugal, the man in the black and white striped shirt will tell them about the seine.						contradiction
13575								Two people walk separately on a brick surface.	Two people walk separately on a glass surface.						contradiction
13576								Two people walk separately on a brick surface.	Two people walk separately on a plastic surface.						contradiction
13577								Two people walk separately on a brick surface.	Two people walk separately on a copper surface.						contradiction
13578								Two people walk separately on a brick surface.	Two people walk separately on a sand surface.						contradiction
13579								Two people walk separately on a brick surface.	Two people walk separately on a wood surface.						contradiction
10701								An old man is tilling a carrot field during the morning hours.	A young man is tilling a carrot field during the morning hours.						contradiction
10704								An old man is tilling a carrot field during the morning hours.	An old man is tilling a potato field during the morning hours.						contradiction
15355								Six men of varying ethnicity sitting at a table drinking beer, talking, and playing cards.	Six men of varying ethnicity sitting at a table drinking champagne, talking, and playing cards.						contradiction
15356								Six men of varying ethnicity sitting at a table drinking beer, talking, and playing cards.	Six men of varying ethnicity sitting at a table drinking tequila, talking, and playing cards.						contradiction
15357								Six men of varying ethnicity sitting at a table drinking beer, talking, and playing cards.	Six men of varying ethnicity sitting at a table drinking cider, talking, and playing cards.						contradiction
15358								Six men of varying ethnicity sitting at a table drinking beer, talking, and playing cards.	Six men of varying ethnicity sitting at a table drinking whisky, talking, and playing cards.						contradiction
15359								Six men of varying ethnicity sitting at a table drinking beer, talking, and playing cards.	Six men of varying ethnicity sitting at a table drinking vodka, talking, and playing cards.						contradiction
15325								Two men at a backyard barbecue, eating and drinking beer.	Two men at a backyard barbecue, eating and drinking cider.						contradiction
15326								Two men at a backyard barbecue, eating and drinking beer.	Two men at a backyard barbecue, eating and drinking tequila.						contradiction
15327								Two men at a backyard barbecue, eating and drinking beer.	Two men at a backyard barbecue, eating and drinking vodka.						contradiction
15328								Two men at a backyard barbecue, eating and drinking beer.	Two men at a backyard barbecue, eating and drinking whisky.						contradiction
15329								Two men at a backyard barbecue, eating and drinking beer.	Two men at a backyard barbecue, eating and drinking gin.						contradiction
10975								The man and woman are sitting close to the water.	The man and woman are sitting near the water.						entailment
10977								The man and woman are sitting close to the water.	The man and woman are sitting far from the water.						contradiction
10978								The man and woman are sitting close to the water.	The man and woman are sitting far away from the water.						contradiction
10979								The man and woman are sitting close to the water.	The man and man are sitting close to the water.						contradiction
13135								A man standing near dead animals.	A man running near dead animals.						contradiction
13136								A man standing near dead animals.	A woman standing near dead animals.						contradiction
13137								A man standing near dead animals.	A man sitting near dead animals.						contradiction
13138								A man standing near dead animals.	A man standing far away from dead animals.						contradiction
13139								A man standing near dead animals.	A man standing far from dead animals.						contradiction
12785								A woman and her child are resting outside of a McDonald's restaurant while eating meanwhile a man in white is sitting inside the restaurant next to a large window.	A woman and her child are resting outside of a McDonald's restaurant while eating meanwhile a man in white is sitting outside the restaurant next to a large window.						contradiction
12786								A woman and her child are resting outside of a McDonald's restaurant while eating meanwhile a man in white is sitting inside the restaurant next to a large window.	A man and her child are resting outside of a McDonald's restaurant while eating meanwhile a man in white is sitting inside the restaurant next to a large window.						contradiction
12787								A woman and her child are resting outside of a McDonald's restaurant while eating meanwhile a man in white is sitting inside the restaurant next to a large window.	A woman and her child are resting outside of a McDonald's restaurant while eating meanwhile a man in white is sitting inside the restaurant next to a small window.						contradiction
12788								A woman and her child are resting outside of a McDonald's restaurant while eating meanwhile a man in white is sitting inside the restaurant next to a large window.	A woman and her child are resting inside of a McDonald's restaurant while eating meanwhile a man in white is sitting inside the restaurant next to a large window.						contradiction
12789								A woman and her child are resting outside of a McDonald's restaurant while eating meanwhile a man in white is sitting inside the restaurant next to a large window.	A woman and her child are resting outside of a McDonald's restaurant while eating meanwhile a man in white is sitting inside the restaurant next to a tiny window.						contradiction
18085								The girl is in first grade	The girl is in 8th grade						contradiction
18086								The girl is in first grade	The girl is in 4th grade						contradiction
18087								The girl is in first grade	The girl is in 11th grade						contradiction
18088								The girl is in first grade	The girl is in thirteenth grade						contradiction
18089								The girl is in first grade	The girl is in 7th grade						contradiction
14520								A child is jumping on a trampoline in front of a brick wall and below colored flags.	A child is jumping on a trampoline in front of a wood wall and below colored flags.						contradiction
14521								A child is jumping on a trampoline in front of a brick wall and below colored flags.	A child is jumping on a trampoline in front of a plastic wall and below colored flags.						contradiction
14522								A child is jumping on a trampoline in front of a brick wall and below colored flags.	A child is jumping on a trampoline in front of a glass wall and below colored flags.						contradiction
14523								A child is jumping on a trampoline in front of a brick wall and below colored flags.	A child is jumping on a trampoline in front of a cement wall and below colored flags.						contradiction
14524								A child is jumping on a trampoline in front of a brick wall and below colored flags.	A child is jumping on a trampoline in front of a bronze wall and below colored flags.						contradiction
14205								A boy got to keep the teams first place trophy.	A boy got to keep the teams eighth place trophy.						contradiction
14206								A boy got to keep the teams first place trophy.	A boy got to keep the teams 8th place trophy.						contradiction
14207								A boy got to keep the teams first place trophy.	A boy got to keep the teams 40th place trophy.						contradiction
14208								A boy got to keep the teams first place trophy.	A boy got to keep the teams 12th place trophy.						contradiction
14209								A boy got to keep the teams first place trophy.	A boy got to keep the teams 15th place trophy.						contradiction
16299								A woman rides her bike to work early in the morning.	A man rides her bike to work early in the morning.						contradiction
17530								A blue car is about to start racing.	A blue car is about to stop racing.						contradiction
17531								A blue car is about to start racing.	A pink car is about to start racing.						contradiction
17532								A blue car is about to start racing.	A white car is about to start racing.						contradiction
17533								A blue car is about to start racing.	A blue car is about to end racing.						contradiction
17534								A blue car is about to start racing.	An orange car is about to start racing.						contradiction
10156								Woman in small boat in the ocean close to shore.	Woman in big boat in the ocean close to shore.						contradiction
10157								Woman in small boat in the ocean close to shore.	Woman in little boat in the ocean close to shore.						entailment
10158								Woman in small boat in the ocean close to shore.	Woman in small boat in the ocean near shore.						entailment
10159								Woman in small boat in the ocean close to shore.	Woman in tiny boat in the ocean close to shore.						entailment
14260								Four African-American men sitting on a stone bench in a village, three of them listening intently to the fourth.	Four African-American men sitting on a stone bench in a village, three of them listening intently to the fiftieth.						contradiction
14261								Four African-American men sitting on a stone bench in a village, three of them listening intently to the fourth.	Four African-American men sitting on a stone bench in a village, three of them listening intently to the sixteenth.						contradiction
14262								Four African-American men sitting on a stone bench in a village, three of them listening intently to the fourth.	Four African-American men sitting on a stone bench in a village, three of them listening intently to the fortieth.						contradiction
14263								Four African-American men sitting on a stone bench in a village, three of them listening intently to the fourth.	Four African-American men sitting on a stone bench in a village, three of them listening intently to the 90th.						contradiction
14264								Four African-American men sitting on a stone bench in a village, three of them listening intently to the fourth.	Four African-American men sitting on a stone bench in a village, three of them listening intently to the 14th.						contradiction
15135								A group of musicians perform in a room before a crowd of people including one man wearing a checkered jacket and a girl with pink hair.	A group of musicians perform in a room before a crowd of people including one man wearing a checkered jacket and a girl with yellow hair.						neutral
15136								A group of musicians perform in a room before a crowd of people including one man wearing a checkered jacket and a girl with pink hair.	A group of musicians perform in a room before a crowd of people excluding one man wearing a checkered jacket and a girl with pink hair.						contradiction
15137								A group of musicians perform in a room before a crowd of people including one man wearing a checkered jacket and a girl with pink hair.	A group of musicians perform in a room before a crowd of people including one man wearing a checkered jacket and a girl with red hair.						neutral
15138								A group of musicians perform in a room before a crowd of people including one man wearing a checkered jacket and a girl with pink hair.	A group of musicians perform in a room before a crowd of people including one man wearing a checkered jacket and a girl with white hair.						neutral
15139								A group of musicians perform in a room before a crowd of people including one man wearing a checkered jacket and a girl with pink hair.	A group of musicians perform in a room before a crowd of people including one man wearing a checkered jacket and a girl with black hair.						neutral
15928								A black dog lays in the sand.	A black dog lays in the glass.						contradiction
10495								A little boy climbs a small hill.	A little boy climbs a tiny hill.						entailment
10496								A little boy climbs a small hill.	A small boy climbs a small hill.						entailment
10497								A little boy climbs a small hill.	A little boy climbs a little hill.						entailment
10498								A little boy climbs a small hill.	A big boy climbs a small hill.						contradiction
10499								A little boy climbs a small hill.	A little boy climbs a giant hill.						contradiction
14130								A skier is sitting drinking hot chocolate	A skier is sitting drinking tea						contradiction
14131								A skier is sitting drinking hot chocolate	A skier is sitting drinking lemonade						contradiction
14132								A skier is sitting drinking hot chocolate	A skier is sitting drinking coffee						contradiction
14133								A skier is sitting drinking hot chocolate	A skier is sitting drinking coke						contradiction
14134								A skier is sitting drinking hot chocolate	A skier is sitting drinking juice						contradiction
14995								Light traffic view including two road workers.	Light traffic view including 9 road workers.						contradiction
14996								Light traffic view including two road workers.	Light traffic view including six road workers.						contradiction
14997								Light traffic view including two road workers.	Light traffic view including 6 road workers.						contradiction
14998								Light traffic view including two road workers.	Light traffic view including 11 road workers.						contradiction
14999								Light traffic view including two road workers.	Light traffic view including 12 road workers.						contradiction
11505								A woman is standing outside near many bicycles.	A woman is standing outside close to many bicycles.						entailment
11506								A woman is standing outside near many bicycles.	A man is standing outside near many bicycles.						contradiction
11507								A woman is standing outside near many bicycles.	A woman is standing outside far from many bicycles.						contradiction
11508								A woman is standing outside near many bicycles.	A woman is standing outside far away from many bicycles.						contradiction
11509								A woman is standing outside near many bicycles.	A woman is standing inside near many bicycles.						contradiction
14228								A teenage boy putting up a shear tent in the hot sun.	A teenage girl putting up a shear tent in the hot sun.						contradiction
14229								A teenage boy putting up a shear tent in the hot sun.	An old boy putting up a shear tent in the hot sun.						contradiction
12995								A small country road.	A little country road.						entailment
12996								A small country road.	A wide country road.						contradiction
12997								A small country road.	A small country street.						entailment
12998								A small country road.	A big country road.						contradiction
12999								A small country road.	A tiny country road.						entailment
17265								A couple of tourist in a Chinese market looking at their camera.	A couple of tourist in a North Korean market looking at their camera.						contradiction
17266								A couple of tourist in a Chinese market looking at their camera.	A couple of tourist in a Thai market looking at their camera.						contradiction
17267								A couple of tourist in a Chinese market looking at their camera.	A couple of tourist in a Japanese market looking at their camera.						contradiction
17268								A couple of tourist in a Chinese market looking at their camera.	A couple of tourist in an Indonesian market looking at their camera.						contradiction
17269								A couple of tourist in a Chinese market looking at their camera.	A couple of tourist in a South Korean market looking at their camera.						contradiction
16925								A small white dog stands in the middle of a street.	A tiny white dog stands in the middle of a street.						entailment
16926								A small white dog stands in the middle of a street.	A small white dog stands in the middle of a road.						entailment
16927								A small white dog stands in the middle of a street.	A great white dog stands in the middle of a street.						contradiction
16928								A small white dog stands in the middle of a street.	A small red dog stands in the middle of a street.						contradiction
16929								A small white dog stands in the middle of a street.	A little white dog stands in the middle of a street.						entailment
15090								two people sit while a waiter cleans tables	eleven people sit while a waiter cleans tables						contradiction
15091								two people sit while a waiter cleans tables	ten people sit while a waiter cleans tables						contradiction
15092								two people sit while a waiter cleans tables	nine people sit while a waiter cleans tables						contradiction
15093								two people sit while a waiter cleans tables	seven people sit while a waiter cleans tables						contradiction
15094								two people sit while a waiter cleans tables	twelve people sit while a waiter cleans tables						contradiction
10730								A little girl taking a stroll in a huge, manicured park.	A little girl taking a stroll in an enormous, manicured park.						entailment
10731								A little girl taking a stroll in a huge, manicured park.	A little girl taking a stroll in a little, manicured park.						contradiction
10732								A little girl taking a stroll in a huge, manicured park.	A giant girl taking a stroll in a huge, manicured park.						contradiction
10733								A little girl taking a stroll in a huge, manicured park.	A small girl taking a stroll in a huge, manicured park.						entailment
10734								A little girl taking a stroll in a huge, manicured park.	A tiny girl taking a stroll in a huge, manicured park.						entailment
15500								A person in a wetsuit is surfing a big wave for the first time.	A person in a wetsuit is surfing a big wave for the thirteenth time.						contradiction
15501								A person in a wetsuit is surfing a big wave for the first time.	A person in a wetsuit is surfing a big wave for the 14th time.						contradiction
15502								A person in a wetsuit is surfing a big wave for the first time.	A person in a wetsuit is surfing a big wave for the 30th time.						contradiction
15503								A person in a wetsuit is surfing a big wave for the first time.	A person in a wetsuit is surfing a big wave for the 100th time.						contradiction
15504								A person in a wetsuit is surfing a big wave for the first time.	A person in a wetsuit is surfing a big wave for the 8th time.						contradiction
18465								Three people around a table playing a board game and drinking beer.	Three people around a table playing a board game and drinking champagne.						contradiction
18466								Three people around a table playing a board game and drinking beer.	Three people around a table playing a board game and drinking tequila.						contradiction
18467								Three people around a table playing a board game and drinking beer.	Three people around a table playing a board game and drinking gin.						contradiction
18468								Three people around a table playing a board game and drinking beer.	Three people around a table playing a board game and drinking whisky.						contradiction
18469								Three people around a table playing a board game and drinking beer.	Three people around a table playing a board game and drinking cider.						contradiction
11231								A man playing scrabble with carrots, celery, onions, limes, apples and cauliflower, with an alien.	A man playing scrabble with carrots, zucchini, onions, limes, apples and cauliflower, with an alien.						contradiction
11232								A man playing scrabble with carrots, celery, onions, limes, apples and cauliflower, with an alien.	A man playing scrabble with carrots, celery, pumpkins, limes, apples and cauliflower, with an alien.						contradiction
11233								A man playing scrabble with carrots, celery, onions, limes, apples and cauliflower, with an alien.	A man playing scrabble with carrots, celery, avocados, limes, apples and cauliflower, with an alien.						contradiction
15865								A couple drink beer.	A couple drink vodka.						contradiction
15866								A couple drink beer.	A couple drink champagne.						contradiction
15867								A couple drink beer.	A couple drink whisky.						contradiction
15868								A couple drink beer.	A couple drink cider.						contradiction
15869								A couple drink beer.	A couple drink gin.						contradiction
10935								A lady with a large black bag is walking in the rain near the park.	A lady with a large black bag is walking in the rain far away from the park.						contradiction
10936								A lady with a large black bag is walking in the rain near the park.	A lady with a large green bag is walking in the rain near the park.						contradiction
10937								A lady with a large black bag is walking in the rain near the park.	A lady with a tiny black bag is walking in the rain near the park.						contradiction
10938								A lady with a large black bag is walking in the rain near the park.	A lady with a large blue bag is walking in the rain near the park.						contradiction
10939								A lady with a large black bag is walking in the rain near the park.	A lady with a large black bag is walking in the rain far from the park.						contradiction
16505								The man wearing the red uniform jumps towards the ball.	The man wearing the grey uniform jumps towards the ball.						contradiction
16506								The man wearing the red uniform jumps towards the ball.	The man wearing the orange uniform jumps towards the ball.						contradiction
16507								The man wearing the red uniform jumps towards the ball.	The man wearing the brown uniform jumps towards the ball.						contradiction
16508								The man wearing the red uniform jumps towards the ball.	The man wearing the purple uniform jumps towards the ball.						contradiction
16509								The man wearing the red uniform jumps towards the ball.	The man wearing the pink uniform jumps towards the ball.						contradiction
11590								A small dog standing in the middle of the street.	A little dog standing in the middle of the street.						entailment
11591								A small dog standing in the middle of the street.	A small dog standing in the middle of the road.						entailment
11592								A small dog standing in the middle of the street.	A tiny dog standing in the middle of the street.						entailment
11593								A small dog standing in the middle of the street.	A big dog standing in the middle of the street.						contradiction
11594								A small dog standing in the middle of the street.	A great dog standing in the middle of the street.						contradiction
10670								An old man lays on a boat near the water	A young man lays on a boat near the water						contradiction
10671								An old man lays on a boat near the water	A new man lays on a boat near the water						contradiction
10672								An old man lays on a boat near the water	An old man lays on a boat far from the water						contradiction
10674								An old man lays on a boat near the water	An old man lays on a boat far away from the water						contradiction
17310								A man is giving a speech that is anti-Israel.	A man is giving a speech that is anti-Syria.						contradiction
17311								A man is giving a speech that is anti-Israel.	A man is giving a speech that is pro-Israel.						contradiction
17312								A man is giving a speech that is anti-Israel.	A man is giving a speech that is anti-Turkey.						contradiction
17313								A man is giving a speech that is anti-Israel.	A man is giving a speech that is anti-Egypt.						contradiction
17314								A man is giving a speech that is anti-Israel.	A man is giving a speech that is anti-Greece.						contradiction
13060								old woman close to window	old woman far away from window						contradiction
13061								old woman close to window	old woman far from window						contradiction
13062								old woman close to window	new woman close to window						contradiction
13063								old woman close to window	young woman close to window						contradiction
13064								old woman close to window	old woman near window						entailment
17995								A man is drinking wine.	A man is drinking cider.						contradiction
17996								A man is drinking wine.	A man is drinking vodka.						contradiction
17997								A man is drinking wine.	A man is drinking champagne.						contradiction
17998								A man is drinking wine.	A man is drinking whisky.						contradiction
17999								A man is drinking wine.	A man is drinking tequila.						contradiction
13925								A woman cannot lean over because she is too large.	A man cannot lean over because she is too large.						contradiction
13926								A woman cannot lean over because she is too large.	A woman cannot lean over because she is too little.						contradiction
13927								A woman cannot lean over because she is too large.	A woman cannot lean over because she is too small.						contradiction
13928								A woman cannot lean over because she is too large.	A woman cannot lean over because she is too tiny.						contradiction
13929								A woman cannot lean over because she is too large.	A woman can lean over because she is too large.						contradiction
18680								Dog on a leash looking over a stone wall	Dog on a leash looking over a bronze wall						contradiction
18681								Dog on a leash looking over a stone wall	Dog on a leash looking over a wood wall						contradiction
18682								Dog on a leash looking over a stone wall	Dog on a leash looking over a glass wall						contradiction
18683								Dog on a leash looking over a stone wall	Dog on a leash looking over a plastic wall						contradiction
18684								Dog on a leash looking over a stone wall	Dog on a leash looking over a cement wall						contradiction
11865								A fisherman is handling a wheel on a small boat near a dock.	A fisherman is handling a wheel on a little boat near a dock.						entailment
11866								A fisherman is handling a wheel on a small boat near a dock.	A fisherman is handling a wheel on a big boat near a dock.						contradiction
11867								A fisherman is handling a wheel on a small boat near a dock.	A fisherman is handling a wheel on a small boat close to a dock.						entailment
11868								A fisherman is handling a wheel on a small boat near a dock.	A fisherman is handling a wheel on a tiny boat near a dock.						entailment
16845								Two people sitting on a brick wall in a city eating out of a brown box with the sun shining down on them.	Two people sitting on a brick wall in a city eating out of a silver box with the sun shining down on them.						contradiction
16846								Two people sitting on a brick wall in a city eating out of a brown box with the sun shining down on them.	Two people sitting on a brick wall in a city eating out of a grey box with the sun shining down on them.						contradiction
16847								Two people sitting on a brick wall in a city eating out of a brown box with the sun shining down on them.	Two people sitting on a cement wall in a city eating out of a brown box with the sun shining down on them.						contradiction
16848								Two people sitting on a brick wall in a city eating out of a brown box with the sun shining down on them.	Two people sitting on a brick wall in a city eating out of an orange box with the sun shining down on them.						contradiction
10690								A brown dog runs near the water.	A grey dog runs near the water.						contradiction
10691								A brown dog runs near the water.	A brown dog runs far from the water.						contradiction
10692								A brown dog runs near the water.	A brown dog runs far away from the water.						contradiction
10693								A brown dog runs near the water.	An orange dog runs near the water.						contradiction
10694								A brown dog runs near the water.	A pink dog runs near the water.						contradiction
16910								The boys are a part of a world-famous touring group, performing for a huge audience in Sydney, Australia.	The boys are a part of a world-famous touring group, performing for an enormous audience in Sydney, Australia.						entailment
16911								The boys are a part of a world-famous touring group, performing for a huge audience in Sydney, Australia.	The boys are a part of a world-famous touring group, performing for a huge audience in Sydney, Canada.						contradiction
16912								The boys are a part of a world-famous touring group, performing for a huge audience in Sydney, Australia.	The boys are a part of a world-famous touring group, performing for a huge audience in Sydney, Ireland.						contradiction
16913								The boys are a part of a world-famous touring group, performing for a huge audience in Sydney, Australia.	The boys are a part of a world-famous touring group, performing for a huge audience in Sydney, England.						contradiction
16914								The boys are a part of a world-famous touring group, performing for a huge audience in Sydney, Australia.	The boys are a part of a world-famous touring group, performing for a huge audience in Sydney, New Zealand.						contradiction
17445								A dog is laying on the ground in front of a Chinese food restaurant.	A dog is laying on the ground in front of an Indonesian food restaurant.						contradiction
17446								A dog is laying on the ground in front of a Chinese food restaurant.	A dog is laying on the ground in front of a Japanese food restaurant.						contradiction
17447								A dog is laying on the ground in front of a Chinese food restaurant.	A dog is laying on the ground in front of a Vietnamese food restaurant.						contradiction
17448								A dog is laying on the ground in front of a Chinese food restaurant.	A dog is laying on the ground in front of a Thai food restaurant.						contradiction
17449								A dog is laying on the ground in front of a Chinese food restaurant.	A dog is laying on the ground in front of a North Korean food restaurant.						contradiction
14785								Three women are drinking wine.	Three women are drinking whisky.						contradiction
14786								Three women are drinking wine.	Three women are drinking tequila.						contradiction
14787								Three women are drinking wine.	Three women are drinking champagne.						contradiction
14788								Three women are drinking wine.	Three women are drinking cider.						contradiction
14789								Three women are drinking wine.	Three women are drinking vodka.						contradiction
11435								A man and a woman walk down the street near the restaurant.	A man and a man walk down the street near the restaurant.						contradiction
11436								A man and a woman walk down the street near the restaurant.	A man and a woman walk up the street near the restaurant.						contradiction
11437								A man and a woman walk down the street near the restaurant.	A man and a woman walk down the street far away from the restaurant.						contradiction
11438								A man and a woman walk down the street near the restaurant.	A man and a woman walk down the street far from the restaurant.						contradiction
11439								A man and a woman walk down the street near the restaurant.	A man and a woman walk down the road near the restaurant.						entailment
16085								A boy dressed in khaki shorts and a red shirt runs on a beach with green, white and blue structures and a half moon behind him.	A boy dressed in khaki shorts and a silver shirt runs on a beach with green, white and blue structures and a half moon behind him.						contradiction
16086								A boy dressed in khaki shorts and a red shirt runs on a beach with green, white and blue structures and a half moon behind him.	A boy dressed in khaki shorts and a red shirt runs on a beach with green, white and blue structures and a half sun behind him.						contradiction
16087								A boy dressed in khaki shorts and a red shirt runs on a beach with green, white and blue structures and a half moon behind him.	A boy dressed in khaki shorts and a red shirt runs on a beach with silver, white and blue structures and a half moon behind him.						contradiction
16088								A boy dressed in khaki shorts and a red shirt runs on a beach with green, white and blue structures and a half moon behind him.	A boy dressed in khaki shorts and a pink shirt runs on a beach with green, white and blue structures and a half moon behind him.						contradiction
16089								A boy dressed in khaki shorts and a red shirt runs on a beach with green, white and blue structures and a half moon behind him.	A boy dressed in khaki shorts and a red shirt runs on a beach with white, white and blue structures and a half moon behind him.						contradiction
18295								The dog is chewing his bone in the living room.	The dog is chewing his bone in the bedroom.						contradiction
18296								The dog is chewing his bone in the living room.	The dog is chewing his bone in the courtroom.						contradiction
18297								The dog is chewing his bone in the living room.	The dog is chewing his bone in the garage.						contradiction
18298								The dog is chewing his bone in the living room.	The dog is chewing his bone in the dining room.						contradiction
18299								The dog is chewing his bone in the living room.	The dog is chewing his bone in the classroom.						contradiction
13730								Couple sitting on patio outside restaurant having some wine.	Couple sitting on patio outside restaurant having some beer.						contradiction
13732								Couple sitting on patio outside restaurant having some wine.	Couple sitting on patio outside restaurant having some champagne.						contradiction
13733								Couple sitting on patio outside restaurant having some wine.	Couple sitting on patio outside restaurant having some vodka.						contradiction
13734								Couple sitting on patio outside restaurant having some wine.	Couple sitting on patio outside restaurant having some whisky.						contradiction
17840								Motorbikes, cars, big trucks and people share the rode in India.	Motorbikes, cars, big trucks and people share the rode in North Korea.						contradiction
17841								Motorbikes, cars, big trucks and people share the rode in India.	Motorbikes, cars, big trucks and people share the rode in Singapore.						contradiction
17842								Motorbikes, cars, big trucks and people share the rode in India.	Motorbikes, cars, big trucks and people share the rode in Malaysia.						contradiction
17843								Motorbikes, cars, big trucks and people share the rode in India.	Motorbikes, cars, big trucks and people share the rode in Vietnam.						contradiction
17844								Motorbikes, cars, big trucks and people share the rode in India.	Motorbikes, cars, big trucks and people share the rode in Thailand.						contradiction
10030								A small group of people and an animal walk on a dirt road in a woods.	A small group of people and an animal walk on a dirt street in a woods.						entailment
10031								A small group of people and an animal walk on a dirt road in a woods.	A big group of people and an animal walk on a dirt road in a woods.						contradiction
10033								A small group of people and an animal walk on a dirt road in a woods.	A tiny group of people and an animal walk on a dirt road in a woods.						entailment
10034								A small group of people and an animal walk on a dirt road in a woods.	A little group of people and an animal walk on a dirt road in a woods.						entailment
11360								the two dogs stand near the water	the 4 dogs stand near the water						contradiction
11361								the two dogs stand near the water	the 3 dogs stand near the water						contradiction
11362								the two dogs stand near the water	the two dogs stand far away from the water						contradiction
11363								the two dogs stand near the water	the 5 dogs stand near the water						contradiction
11364								the two dogs stand near the water	the two dogs stand far from the water						contradiction
15485								Three Indian women were doing their laundry in the river.	Three South Korean women were doing their laundry in the river.						contradiction
15486								Three Indian women were doing their laundry in the river.	Three Thai women were doing their laundry in the river.						contradiction
15487								Three Indian women were doing their laundry in the river.	Three North Korean women were doing their laundry in the river.						contradiction
15488								Three Indian women were doing their laundry in the river.	Three Vietnamese women were doing their laundry in the river.						contradiction
15489								Three Indian women were doing their laundry in the river.	Three Indonesian women were doing their laundry in the river.						contradiction
14110								The little girl is sitting on a small wicker chair wearing a cute yellow and white dress.	The small girl is sitting on a small wicker chair wearing a cute yellow and white dress.						entailment
14111								The little girl is sitting on a small wicker chair wearing a cute yellow and white dress.	The little girl is sitting on a little wicker chair wearing a cute yellow and white dress.						entailment
14112								The little girl is sitting on a small wicker chair wearing a cute yellow and white dress.	The little girl is sitting on a small wicker chair wearing a cute yellow and silver dress.						contradiction
